2ODO8	0.907168753111 0.907168890295 0.967571858641 0.967571995824
2ODOE	0.907158229447 0.907158354348 0.252368966403 0.252369091304
2ODTCC8	0.907179527478 0.907179528103 0.942629901075 0.9426299017
2ODTCCG	0.907179484812 0.907179485588 0.295106648951 0.295106649727
2ODTG	0.907181290344 0.907181371749 0.341128947212 0.341129028617
2ODTOE	0.907182343668 0.907182350998 0.255726353449 0.255726360779
2ODTOR	0.907182659563 0.907182664913 0.625262856672 0.625262862022
2ODZCG	0.907186119657 0.907186121581 0.299584181155 0.299584183079
2ODZG	0.907186517687 0.907186537386 0.345041605497 0.345041625196
2OE	0.90732186085 0.907342557519 0.25735476389 0.25737546056
2OE-	0.907343241225 0.90734337805 0.892588319911 0.892588456736
2OE-THZO2	0.907343194696 0.907343194696 0.908457234425 0.908457234425
2OE2	0.907345526391 0.907345936213 0.902593916689 0.902594326511
2OE2G	0.907344432883 0.907344464902 0.358461661739 0.358461693759
2OE8	0.907355466224 0.907356767704 0.953046791631 0.95304809311
2OE8G	0.907351993548 0.907352095233 0.362403541954 0.362403643638
2OEAE	0.90722132787 0.90722141985 0.225553809215 0.225553901196
2OEAIL	0.907222911017 0.90722291138 0.440247938684 0.440247939048
2OEAM	0.907223362636 0.907223383853 0.445525410922 0.445525432138
2OEARAEG	0.907224964614 0.907224964637 0.305684657988 0.305684658012
2OEAROE	0.907225180237 0.907225180709 0.25518103105 0.255181031522
2OECC2O2	0.907231520216 0.907231520225 0.908860530724 0.908860530734
2OECC6	0.90723155582 0.907231556014 0.935035664716 0.935035664909
2OECC8G	0.907231586312 0.907231587282 0.361569823876 0.361569824846
2OECCC8G	0.90723053973 0.907230539825 0.361562577183 0.361562577278
2OECCK	0.907230889881 0.907230891564 0.429101814237 0.42910181592
2OEDAIL	0.907243083538 0.907243083556 0.440246719313 0.440246719331
2OEDAK	0.907243094892 0.907243095565 0.428478890351 0.428478891023
2OEDAM	0.907243105716 0.907243106758 0.445454253142 0.445454254184
2OEDAN	0.907243109438 0.907243109821 0.458538601785 0.458538602169
2OEDAR	0.907243200439 0.907243203735 0.603016752029 0.603016755326
2OEDC2	0.907244004715 0.907244006681 0.899398507824 0.89939850979
2OEDC8G	0.907244035736 0.907244036224 0.361610701162 0.361610701649
2OEDCC8G	0.907243509565 0.907243509612 0.361566570005 0.361566570052
2OEDCCG	0.907243469572 0.907243470329 0.294739289028 0.294739289785
2OEDCG	0.907243626299 0.907243634056 0.295441080977 0.295441088734
2OEDG	0.907245230829 0.907245310238 0.302625812416 0.302625891825
2OEDT8G	0.907247824652 0.907247824945 0.364479211501 0.364479211794
2OEDTC8G	0.907247508489 0.907247508518 0.361846761057 0.361846761086
2OEDTG	0.907247578632 0.907247583292 0.341057321348 0.341057326009
2OEG	0.907266636916 0.907268253945 0.308049163877 0.308050780907
2OEHCC8G	0.907269905237 0.907269905271 0.361575345578 0.361575345613
2OEHCOE	0.907270061156 0.907270061658 0.251740728454 0.251740728956
2OEHE	0.907270753123 0.907270794915 0.245888502619 0.245888544411
2OEHTC8G	0.90727277725 0.90727277727 0.361852034074 0.361852034095
2OEOE	0.907287560073 0.90728770569 0.252747453944 0.252747599561
2OEOHG	0.907289466654 0.907289473663 0.317907106495 0.317907113503
2OEOM	0.907290781372 0.90729081496 0.451797978145 0.451798011734
2OEOR	0.907293835001 0.907293941277 0.623088753774 0.62308886005
2OEPT8	0.907301750211 0.907301751448 0.981098997751 0.981098998988
2OESC8	0.907308784179 0.907308787308 0.945740435058 0.945740438186
2OESC8G	0.907308775831 0.907308776076 0.361832696735 0.36183269698
2OESCG	0.907308570651 0.907308574538 0.298971346606 0.298971350493
2OESCOE	0.907308620946 0.907308621296 0.251929978658 0.251929979008
2OESO	0.907310089936 0.907310152527 0.54326540947 0.543265472061
2OET8	0.907319659486 0.907319735873 0.979869874968 0.979869951355
2OETC8G	0.907313017547 0.90731301813 0.361848716225 0.361848716808
2OETCCG	0.907312340884 0.90731234179 0.295109002567 0.295109003472
2OETCCHG	0.907312343407 0.907312343439 0.316796007299 0.316796007331
2OETCG	0.9073125282 0.907312537471 0.299226095165 0.299226104436
2OETCOE	0.907312648152 0.907312648987 0.251952919266 0.251952920101
2OETDAE	0.907313058919 0.907313059184 0.225338410051 0.225338410316
2OETG	0.907314445885 0.907314540793 0.341375630599 0.341375725506
2OETG8	0.907314599987 0.907314605955 0.958330320542 0.958330326511
2OFAE	0.907358075428 0.907358085515 0.225677897767 0.225677907854
2OFTAK	0.90736800758 0.907368007668 0.428808165706 0.428808165794
2OG	0.90751416802 0.907542411541 0.332899725153 0.332927968674
2OG8G	0.907555288332 0.907555427095 0.362774700905 0.362774839667
2OH	0.907626864596 0.907639614202 0.386366652 0.386379401606
2OHAM	0.90756618752 0.907566200589 0.445657662807 0.445657675877
2OHAN	0.907566234201 0.907566239006 0.458613388333 0.458613393138
2OHCG	0.907572717832 0.907572815132 0.296955390977 0.296955488276
2OHCOE	0.907573976819 0.907573985581 0.251748437891 0.251748446653
2OHG	0.907592845432 0.907593841558 0.318128855268 0.318129851394
2OHO8AL	0.907612823109 0.907612823174 0.437509720974 0.437509721038
2OHOE	0.907605734559 0.907605824263 0.253655149965 0.253655239668
2OHOIIIL	0.907607269799 0.907607269799 0.440336778909 0.440336778909
2OHOIM	0.907607281919 0.907607282477 0.450743893384 0.450743893943
2OHT8AIIL	0.907625283515 0.907625283515 0.440334707542 0.440334707542
2OHT8AM	0.907625284561 0.90762528461 0.446266559349 0.446266559397
2OHT8G	0.90762538295 0.907625386627 0.364536429858 0.364536433535
2OHTAM	0.907620732198 0.907620732965 0.445970437282 0.445970438049
2OHTG	0.907622296814 0.907622355279 0.341967231389 0.341967289854
2OHZ	0.907626534232 0.90762671531 0.733424388775 0.733424569853
2OHZO8G	0.907626337742 0.907626337851 0.363858296825 0.363858296934
2OIHG	0.907673829116 0.907673856009 0.317691970068 0.317691996961
2OIIIL	0.907676077606 0.907676077666 0.440336789567 0.440336789627
2OIIL	0.907676130456 0.907676132664 0.440337758222 0.440337760431
2OIIR-SG-TG	0.907676479343 0.907676479343 0.344291081921 0.344291081921
2OIL	0.907678088019 0.907678169826 0.4403736376 0.440373719408
2OIM	0.907678873939 0.907679002824 0.450766932106 0.450767060991
2OIR	0.907690591296 0.907690999098 0.61982645002 0.619826857821
2OK	0.907730110429 0.907733192061 0.433259827361 0.433262908992
2OM	0.907779707814 0.90778448177 0.452860714003 0.452865487958
2ON	0.907796758815 0.907798514029 0.461261695778 0.461263450993
2OO	0.908021783622 0.908066207136 0.534035990233 0.534080413747
2OOHZ	0.907917059008 0.907917081261 0.733403658072 0.733403680324
2OOIIL	0.907923153818 0.90792315409 0.44033750537 0.440337505641
2OR	0.908213723654 0.908228828793 0.626451326392 0.62646643153
2ORAE	0.908140351242 0.908140418372 0.227194150577 0.227194217707
2ORAEA	0.908140041836 0.908140047047 0.0176356818345 0.0176356870454
2ORAEG	0.908140172121 0.908140177366 0.305692716895 0.30569272214
2ORAIIL	0.908141500328 0.908141500335 0.440334539706 0.440334539714
2ORAM	0.908141836284 0.908141851769 0.445903776954 0.445903792439
2ORAN	0.90814189159 0.908141897283 0.45870387581 0.458703881503
2ORAR	0.90814324403 0.908143293024 0.60443907767 0.604439126664
2ORG	0.908173419336 0.908174599499 0.336886657057 0.33688783722
2OROE2	0.908188811294 0.908188813398 0.902554107314 0.902554109419
2ORORG	0.90819306247 0.90819306853 0.336772018102 0.336772024162
2ORTC8G	0.908207269509 0.908207269935 0.361859112405 0.36185911283
2ORTCCG	0.908206775658 0.908206776319 0.29512515116 0.295125151821
2OSCOR	0.908247737077 0.90824774154 0.62249605832 0.622496062782
2OSDZG	0.908252576083 0.908252576568 0.345046124633 0.345046125118
2OSG	0.908260639345 0.908261334399 0.339379148892 0.339379843947
2OTARFZ	0.908306617721 0.908306617727 0.73199125412 0.731991254126
2OTCG	0.908315718888 0.908315880807 0.299368562584 0.299368724503
2OTORFZG	0.908376761072 0.908376761073 0.34513262968 0.345132629681
2PAM	0.909117059334 0.909117108171 0.445877671233 0.445877720071
2POR	0.90927927719 0.909279521823 0.624853273499 0.624853518133
2PTG	0.909326720658 0.909326939122 0.342951392474 0.342951610938
2PTOHZG	0.909329836562 0.909329836575 0.345243455319 0.345243455332
2R	0.910040628474 0.910163545807 0.640523575932 0.640646493265
2ROE	0.909836916469 0.909837781285 0.255443335781 0.255444200597
2SC8G	0.910337281198 0.910337315939 0.361840430468 0.361840465209
2SCC8AE	0.910299709114 0.910299709307 0.228599275852 0.228599276045
2SCC8G	0.910299804198 0.910299807591 0.36158900956 0.361589012953
2SCCG	0.910296955657 0.910297009621 0.295096132136 0.295096186099
2SCCGE	0.91029678296 0.91029678605 0.241305244486 0.241305247575
2SCDG	0.910300805222 0.910300832353 0.302186058602 0.302186085732
2SCDZG	0.910301709611 0.910301709996 0.345018027601 0.345018027986
2SCG	0.91030811871 0.910308671176 0.299094331628 0.299094884094
2SCGR	0.910307713712 0.910307736797 0.614904903273 0.614904926358
2SCO	0.910318048073 0.910318917032 0.480864349001 0.48086521796
2SCO8AIL	0.910319197763 0.910319197764 0.440260406467 0.440260406468
2SCOE	0.910315267204 0.910315316954 0.251941053701 0.251941103451
2SDT8G	0.91035660194 0.910356602965 0.364485007326 0.364485008351
2SG	0.910422402639 0.910428058613 0.340026675787 0.340032331761
2SOD	0.910492283895 0.910492720767 0.202078006187 0.202078443058
2SOE	0.910495586727 0.910496096059 0.25562709174 0.255627601072
2SOESCHZG	0.910495260043 0.910495260043 0.345227460934 0.345227460934
2SOR	0.910517534891 0.910517906619 0.625190412077 0.625190783805
2SR	0.910562493832 0.910565518747 0.630262946549 0.630265971464
2T8G	0.911855218574 0.911856066828 0.364688058642 0.364688906895
2T8G-DC8G	0.911856073763 0.911856073763 0.361625688438 0.361625688438
2T8G-GHC8G	0.911856078795 0.911856078795 0.361702241819 0.361702241819
2TAM	0.910782177964 0.910782354952 0.446002074578 0.446002251566
2TAN	0.910782810106 0.910782875179 0.458740016373 0.458740081445
2TAR	0.910798268504 0.910798828507 0.604750098415 0.604750658417
2TARTG	0.910798067873 0.910798070441 0.342968657081 0.342968659649
2TC2	0.910934891515 0.910935225451 0.90043212474 0.900432458676
2TC2G	0.910934000488 0.910934026578 0.358292761059 0.358292787149
2TC8AIR	0.910937923519 0.910937923612 0.619260171565 0.619260171658
2TC8G	0.910940161168 0.910940244024 0.361867160879 0.361867243735
2TCAM	0.910835348446 0.910835365734 0.445413495187 0.445413512475
2TCC2	0.910850265237 0.910850297856 0.899321606648 0.899321639267
2TCCG	0.910843986308 0.91084411501 0.295137653015 0.295137781717
2TCCOE	0.910845651613 0.910845663203 0.251584747015 0.251584758605
2TCCR	0.910847174085 0.910847242917 0.606255497528 0.60625556636
2TCDOE	0.910854004609 0.910854010436 0.252221349601 0.252221355428
2TCG	0.91087060976 0.91087192737 0.299519409701 0.29952072731
2TCHG	0.910874280198 0.910874326669 0.316951558762 0.316951605233
2TCO	0.910894290908 0.910896363342 0.481532943459 0.481535015893
2TCO2	0.910896660626 0.910896701663 0.907032948143 0.90703298918
2TCOE	0.910887658641 0.910887777294 0.251979332817 0.25197945147
2TCOK-8TCO2	0.910890017559 0.910890017559 0.907034076286 0.907034076286
2TCOR	0.91089277166 0.910892858257 0.622528152664 0.622528239261
2TDZG	0.9109866847 0.910986694109 0.345049611475 0.345049620883
2TG	0.911143172523 0.911156661803 0.344378495151 0.344391984431
2THZG	0.911196608561 0.911196615318 0.345250206127 0.345250212884
2TM	0.91126999597 0.91127227604 0.454800951442 0.454803231512
2TO	0.911385612871 0.911406829816 0.552090654784 0.552111871729
2TO2	0.91140987332 0.911410293444 0.908430086351 0.908430506475
2TO8AN	0.911413718287 0.91141371879 0.45883395449 0.458833954993
2TO8G	0.911416503049 0.91141660729 0.363851604964 0.363851709204
2TO8TG	0.911419585021 0.911419591139 0.344650807085 0.344650813203
2TOAE	0.911282552681 0.911282646973 0.226863676393 0.226863770685
2TODCG	0.911305411651 0.911305419602 0.295551539831 0.295551547782
2TOE	0.911317713751 0.911318928487 0.256018981627 0.256020196363
2TOE8	0.91131968613 0.911319762516 0.952962792923 0.95296286931
2TOHZCG	0.911335550613 0.911335550694 0.299603906072 0.299603906153
2TOR	0.911370059276 0.911370945832 0.62547642674 0.625477313296
2TOR-TG	0.91137097302 0.911370973046 0.344299736498 0.344299736525
2TOTG	0.911378011508 0.911378108801 0.342727180355 0.342727277648
3C6E	0.917307315128 0.917307315167 0.27794824352 0.277948243559
4	0.930390458426 0.933000812933 0.930390458426 0.933000812933
42AN	0.933129456611 0.933129476092 0.458812976378 0.458812995859
42OEDCC8G	0.933288219446 0.933288219447 0.361566570065 0.361566570066
46DG	0.933778367318 0.933778377139 0.305229112094 0.305229121915
48	0.934628915324 0.934793063637 0.995369653677 0.99553380199
4A	0.918359248196 0.91856187393 0.0722204777939 0.0724231035281
4AAE	0.917375004379 0.91737590489 0.224731034208 0.224731934719
4AE	0.917710799084 0.917722400038 0.228544918859 0.228556519814
4AEOM	0.917693378329 0.917693397156 0.451751222987 0.451751241814
